chunk_id,source,page,section,subsection,recommendation_id,chunk_type,chars,chunk_text
WHO_pg34_remarks_chunk5,WHO,33,Remarks,,,paragraph,881,"Source: WHO
Section: Remarks

The GDG suggested that the following doses of antibiotics should be used: ampicillin IM/IV 50 mg/kg every 12 hours in the first week of life and every 8 hours after the first week of life for at total of at least three weeks, or cefotaxime IM/IV 50 mg/kg every 12 hours in the first week of life and every 6 hours after the first week of life for a total of at least three weeks, or ceftriaxone IM/IV 100 mg/kg once a day (whether starting in the first week of life or later) for a total of at least three weeks, plus gentamicin IM/IV 5 mg/kg once a day in the first week of life and 7.5 mg/kg once a day after the first week of life for a total of at least three weeks (see also Table 3.1 later in this chapter). ■The GDG considered that antibiotic duration should be for at least three weeks, and continued for longer if the infant is not improving."
WHO_pg34_remarks_chunk6,WHO,33,Remarks,,,paragraph,882,"Source: WHO
Section: Remarks

■The GDG considered that antibiotic duration should be for at least three weeks, and continued for longer if the infant is not improving. The GDG emphasized the importance of adjusting empiric antibiotic therapy during the course of the illness, as is routinely done in many hospitals. This includes targeting individual antibiotic therapy regimens based on microbiological test results and stopping antibiotic therapy based on validated, clinical and laboratory risk stratification algorithms. ■The GDG made a strong recommendation despite the lack of trials as they felt strongly about the importance of providing clear guidance for the management of infants with meningitis. The GDG were able to use their knowledge and experience in best practice clinical management in managing meningitis in young infants to make this recommendation by consensus."
WHO_pg35_background-and-definitio_chunk1,WHO,34,Background and definitions,,,paragraph,749,"Source: WHO
Section: Background and definitions

For hospitalized infants, the 2013 WHO Pocket book of hospital care for children defines suspected meningitis as one or more of the following clinical signs: drowsiness, lethargy, unconsciousness, convulsions, bulging fontanelle, irritability and high- pitched cry in an infant aged 0–59 days (13). Infants commonly have signs of both meningitis and sepsis, meaning that an infant with suspected sepsis may also have meningitis. It is also well known that these clinical signs are often absent or difficult to determine in a young infant, e.g. a stiff neck is rare in a young infant and can be difficult to elicit. Bulging fontanelle can also be difficult to determine in an unwell young infant (13)."
WHO_pg35_background-and-definitio_chunk2,WHO,34,Background and definitions,,,paragraph,767,"Source: WHO
Section: Background and definitions

It is also well known that these clinical signs are often absent or difficult to determine in a young infant, e.g. a stiff neck is rare in a young infant and can be difficult to elicit. Bulging fontanelle can also be difficult to determine in an unwell young infant (13). The WHO AWaRe antibiotic book and the WHO Pocket book of hospital care for children recommended providing ampicillin, penicillin, ceftriaxone or cefotaxime plus gentamicin IM/IV for at least three weeks to infants aged 0–59 days with suspected meningitis (13, 16). These recommendations were made in 2013 and 2015 on the basis of expert opinion (13, 16). However, there have been changes to AMR in hospital and community settings since that time."
WHO_pg35_overview_chunk1,WHO,34,Overview,,,paragraph,297,"Source: WHO
Section: Overview

Question: Among young infants aged 0–59 days with suspected meningitis,ᵃ in hospital settings, what is the effect of alternative antibiotic regimens compared with WHO-recommended antibiotic regimens on critical outcomes? What is the effectiveness in specific strata?"
WHO_pg35_population-intervention-_chunk1,WHO,34,"Population, intervention, comparator and outcomes (PICO) details",,,paragraph,534,"Source: WHO
Section: Population, intervention, comparator and outcomes (PICO) details

Population: Young infants aged 0–59 days with suspected meningitis Intervention: Alternative antibiotic regimens Comparator: WHO-recommended antibiotic regimens containing penicillin, ampicillin, cefotaxime or ceftriaxone IM/IV plus gentamicin IM/IV Outcomes (critical outcomes): All-cause or cause-specific mortality, morbidity (treatment failure,ᵇ treatment success,ᵇ hospitalizations, adverse events) or neurodevelopmental impairment/disability"
WHO_pg35_sources-and-characterist_chunk1,WHO,34,Sources and characteristics of studies,,,paragraph,657,"Source: WHO
Section: Sources and characteristics of studies

The effectiveness evidence was derived from a systematic review that identified 1088 studies in infants aged 0–59 days, of which two RCTs met the inclusion criteria (64). Both trials were hospital-based, but one trial compared different antibiotic durations (98) and the other trial compared intrathecal gentamicin for three days plus ampicillin IV plus gentamicin IM for three weeks with ampicillin IV plus gentamicin IM for three weeks (99). No trials compared alternative antibiotic regimens to the WHO regimens of ampicillin, penicillin, cefotaxime or ceftriaxone IM/IV plus gentamicin IM/IV."
WHO_pg36_other-studies_chunk1,WHO,35,Other studies,,,paragraph,660,"Source: WHO
Section: Other studies

A systematic review of RCTs and observational studies of the effect of the duration of antibiotic therapy by Van Hentenryck et al. (2022) (100) included one RCT (98) and one cohort study (101) that examined the relationship between duration of parenteral therapy and clinical outcomes. However, none of the patients in the included studies who received antibiotic courses shorter than the recommended duration had CSF culture-positive meningitis. The review concluded that rigorous, prospective clinical trial data are lacking to determine the optimal parenteral antibiotic duration in bacterial meningitis in young infants."
WHO_pg37_remarks_chunk1,WHO,36,Remarks,,,paragraph,893,"Source: WHO
Section: Remarks

■There were no included trials. ■The GDG recognized that there were also limited data on antibiotic dosing. Based on clinical practice, the GDG considered that the following antibiotic doses should be used: ampicillin IM/IV 50 mg/kg every 12 hours in the first week of life and every 8 hours after the first week of life for a total of at least 7 days plus gentamicin IM/IV 5 mg/kg once a day in the first week of life and 7.5 mg/kg once a day after the first week of life for a total of at least 7 days. ■The GDG emphasized the importance of adjusting empiric antibiotic therapy during the course of the illness, as is routinely done in many hospitals. This includes targeting individual antibiotic therapy regimens based on microbiological test results, and stopping antibiotic therapy based on validated, clinical and laboratory risk stratification algorithms."
WHO_pg37_remarks_chunk2,WHO,36,Remarks,,,paragraph,586,"Source: WHO
Section: Remarks

This includes targeting individual antibiotic therapy regimens based on microbiological test results, and stopping antibiotic therapy based on validated, clinical and laboratory risk stratification algorithms. ■The GDG made a strong recommendation despite the lack of trials as they felt strongly about the importance of providing clear guidance for the management of infants with pneumonia. The GDG were able to use their knowledge and experience in best practice clinical management of pneumonia in young infants to make this recommendation by consensus."
WHO_pg37_background-and-definitio_chunk1,WHO,36,Background and definitions,,,paragraph,947,"Source: WHO
Section: Background and definitions

For hospitalized infants, the 2013 WHO Pocket book of hospital care for children defines suspected pneumonia as one or more of the following: fast breathing of 60 breaths per minute or more in infants aged 0–6 days or fast breathing of 60 breaths per minute or more in infants aged 7–59 days, chest indrawing, grunting, cyanosis and hypoxaemia (13).
Radiological signs are not often used in the diagnosis of pneumonia as they can lag behind the clinical presentation, and lack both sensitivity and specificity in young infants (13).
The WHO Pocket book of hospital care for children also recommended providing ampicillin or penicillin plus gentamicin IM/IV for at least 7 days to infants aged 0–59 days with suspected pneumonia (13).
This guidance was developed in 2013 on the basis of expert opinion (13). However, there have been changes to AMR in hospital and community settings since that time."
WHO_pg38_overview_chunk1,WHO,37,Overview,,,paragraph,296,"Source: WHO
Section: Overview

Question: Among young infants aged 0–59 days with suspected pneumonia,ᵃ in hospital settings, what is the effect of alternative antibiotic regimens compared with WHO-recommended antibiotic regimens on critical outcomes? What is the effectiveness in specific strata?"
WHO_pg38_population-intervention-_chunk1,WHO,37,"Population, intervention, comparator and outcomes (PICO) details",,,paragraph,508,"Source: WHO
Section: Population, intervention, comparator and outcomes (PICO) details

Population: Young infants aged 0–59 days with suspected pneumonia Intervention: Alternative antibiotic regimens Comparator: WHO-recommended antibiotic regimens containing penicillin or ampicillin IM/IV plus gentamicin IM/IV Outcomes (critical outcomes): All-cause or cause-specific mortality, morbidity (treatment failure,ᵇ treatment success,ᵇ hospitalizations, adverse events) or neurodevelopmental impairment/disability"
WHO_pg38_sources-and-characterist_chunk1,WHO,37,Sources and characteristics of studies,,,paragraph,649,"Source: WHO
Section: Sources and characteristics of studies

The effectiveness evidence was derived from a systematic review that identified 2601 studies in infants aged 0–59 days, of which 10 RCTs met the inclusion criteria (73). Seven of the 10 trials examined hospital regimens (102-108). Of these seven trials, one compared penicillin with cephalosporin but did not specify if the cephalosporin was first, second or third generation (105), three examined antibiotic duration (102, 103, 106) and three examined non-WHO antibiotic regimens: meropenem and imipenem (107), cefoperazone and meropenem (104) and amoxicillin plus clavulanic acid (108)."
WHO_pg39_other-studies_chunk1,WHO,38,Other studies,,,paragraph,753,"Source: WHO
Section: Other studies

A systematic review by Korang et al. (2018) assessed the effectiveness of antibiotics in treating hospital- acquired pneumonia in neonates and children under the age of 5 years (a total of 84 participants) (109). All four of the reviewed trials were assessed as having high risk of bias and the authors did not conduct any meta-analyses.
Another systematic review by Lassi et al. (2021)
assessed the effectiveness of antibiotics for the treatment of non-severe pneumonia in young infants and children aged 2–59 months (three trials, 3256 participants) (110). The authors concluded that there was insufficient evidence to support or challenge the continued use of antibiotics for the treatment of non-severe pneumonia."
WHO_pg40_in-young-infants-aged-0-_rec1_chunk1,WHO,39,"In young infants aged 0–59 days who are hospitalized with suspected staphylococcal pneumonia,",,rec1,recommendation,254,"Source: WHO
Section: In young infants aged 0–59 days who are hospitalized with suspected staphylococcal pneumonia,
Recommendation: rec1

Recommendation: cloxacillin IM/IV plus gentamicin IM/IV for at least 7 days is recommended as first choice antibiotic"
WHO_pg40_remarks_chunk1,WHO,39,Remarks,,,paragraph,894,"Source: WHO
Section: Remarks

■There were no included trials. ■The GDG recognized that there were also limited data on antibiotic dosing. Based on clinical practice, the GDG considered that the following antibiotic doses should be used: cloxacillin IM/IV 50 mg/kg every 12 hours in the first week of life and every 8 hours after the first week of life for a total of at least 7 days plus gentamicin IM/IV 5 mg/kg once a day in the first week of life and 7.5 mg/kg once a day after the first week of life for a total of at least 7 days. ■The GDG emphasized the importance of adjusting empiric antibiotic therapy during the course of the illness, as is routinely done in many hospitals. This includes targeting individual antibiotic therapy regimens based on microbiological test results, and stopping antibiotic therapy based on validated, clinical and laboratory risk stratification algorithms."
WHO_pg40_remarks_chunk2,WHO,39,Remarks,,,paragraph,586,"Source: WHO
Section: Remarks

This includes targeting individual antibiotic therapy regimens based on microbiological test results, and stopping antibiotic therapy based on validated, clinical and laboratory risk stratification algorithms. ■The GDG made a strong recommendation despite the lack of trials as they felt strongly about the importance of providing clear guidance for the management of infants with pneumonia. The GDG were able to use their knowledge and experience in best practice clinical management of pneumonia in young infants to make this recommendation by consensus."
WHO_pg40_background-and-definitio_chunk1,WHO,39,Background and definitions,,,paragraph,895,"Source: WHO
Section: Background and definitions

For hospitalized infants, the 2013 WHO Pocket book of hospital care for children defined suspected staphylococcal pneumonia as one or more of the following: fast breathing of 60 breaths per minute or more in infants aged 0–6 days, fast breathing of 60 breaths per minute or more in infants aged 7–59 days, chest indrawing, grunting, cyanosis and hypoxaemia, plus one or more of the clinical signs of staphylococcal infection: skin infection, pustules, omphalitis or abscesses (13).
The WHO Pocket book of hospital care for children also recommended providing cloxacillin plus gentamicin IV for at least 7 days to infants aged 0–59 days with suspected staphylococcal pneumonia (13).
This guidance was developed in 2013 on the basis of expert opinion (13). However, there have been changes to AMR in hospital and community settings since that time."
WHO_pg41_overview_chunk1,WHO,40,Overview,,,paragraph,311,"Source: WHO
Section: Overview

Question: Among young infants aged 0–59 days with suspected staphylococcal pneumonia,ᵃ in hospital settings, what is the effect of alternative antibiotic regimens compared with WHO-recommended antibiotic regimens on critical outcomes? What is the effectiveness in specific strata?"
WHO_pg41_population-intervention-_chunk1,WHO,40,"Population, intervention, comparator and outcomes (PICO) details",,,paragraph,510,"Source: WHO
Section: Population, intervention, comparator and outcomes (PICO) details

Population: Young infants aged 0–59 days with suspected staphylococcal pneumonia Intervention: Alternative antibiotic regimens Comparator: WHO-recommended antibiotic regimens containing cloxacillin IM/IV plus gentamicin IM/IV Outcomes (critical outcomes): All-cause or cause-specific mortality, morbidity (treatment failure,ᵇ treatment success,ᵇ hospitalizations, adverse events) or neurodevelopmental impairment/disability"
WHO_pg41_sources-and-characterist_chunk1,WHO,40,Sources and characteristics of studies,,,paragraph,647,"Source: WHO
Section: Sources and characteristics of studies

The effectiveness evidence was derived from a systematic review that identified 2601 studies in infants aged 0–59 days, of which 10 RCTs met the inclusion criteria (73). Seven of the 10 trials examined hospital regimens (102-108). Of the seven trials, one compared penicillin with cephalosporin but did not specify if the cephalosporin was first, second or third generation (105), three examined antibiotic duration (102, 103, 106) and three examined non-WHO antibiotic regimens: meropenem and imipenem (107), cefoperazone and meropenem (104) and amoxicillin plus clavulanic acid (108)."
WHO_pg43_clinical-management_chunk1,WHO,42,Clinical management,,,paragraph,893,"Source: WHO
Section: Clinical management

■The GDG emphasized that clinical signs can be difficult to ascertain in young infants and that clinical management of unwell infants aged 0–59 days requires careful clinical judgement. ■The GDG emphasized the importance of carefully managing coinfections and comorbidities in the young infant, including malnutrition, according to WHO guidelines and guidance (12, 13, 27, 28). ■The GDG emphasized the importance of counselling families about the standard WHO newborn care practices for small and sick newborns (111), including keeping the infant warm and supporting the mother to provide exclusive breastfeeding. ■The GDG emphasized that health workers who care for unwell young infants must receive ongoing in-service training and supportive supervision specific to the care of infants aged 0–59 days. ■Links to key WHO resources are provided below."
WHO_pg43_clinical-management_chunk2,WHO,42,Clinical management,,,paragraph,851,"Source: WHO
Section: Clinical management

■The GDG emphasized that health workers who care for unwell young infants must receive ongoing in-service training and supportive supervision specific to the care of infants aged 0–59 days. ■Links to key WHO resources are provided below. ― Recommendations for management of common childhood conditions: evidence for technical update of pocket book recommendations ― Pocket book of hospital care for children:
guidelines for the management of common childhood illnesses, second edition (WHO, 2013) ― Integrated management of childhood illness:
chart booklet (WHO, 2014)
― Integrated management of childhood illness:
management of the sick young infant aged up to 2 months: IMCI chart booklet (WHO and UNICEF, 2019)
― Standards for improving quality of maternal and newborn care in health facilities (WHO, 2016)"
WHO_pg43_clinical-management_chunk3,WHO,42,Clinical management,,,paragraph,553,"Source: WHO
Section: Clinical management

― Integrated management of childhood illness:
chart booklet (WHO, 2014)
― Integrated management of childhood illness:
management of the sick young infant aged up to 2 months: IMCI chart booklet (WHO and UNICEF, 2019)
― Standards for improving quality of maternal and newborn care in health facilities (WHO, 2016) Recommendations for management of common childhood conditions Newborn conditions, dysentery, pneumonia, oxygen use and delivery, common causes of fever, severe acute malnutrition and supportive care"
WHO_pg43_health-facilities_chunk1,WHO,42,HEALTH FACILITIES,,,table,698,"Source: WHO
Section: HEALTH FACILITIES

Evidence Profile
• EVIDENCE FOR TECHNICAL UPDATE OF POCKET BOOK RECOMMENDATIONS: Recommendations for management of common childhood conditions Newborn conditions, dysenter pneumonia, oxygen use and delivery, common causes of fever, severe acute malnutriti and supportive care Pocket Book is for use by doctors, nurses and are responsible for the care of young children at | Col2: y, on other health workers the fi rst level referral
• EVIDENCE FOR TECHNICAL UPDATE OF POCKET BOOK RECOMMENDATIONS: itals. This second edition is based on evidenc ted and published clinical guidelines. It is for utpatient care in small hospitals with basic lab ntial medicines."
WHO_pg43_health-facilities_chunk2,WHO,42,HEALTH FACILITIES,,,table,820,"Source: WHO
Section: HEALTH FACILITIES

This second edition is based on evidenc ted and published clinical guidelines. It is for utpatient care in small hospitals with basic lab ntial medicines. In some settings, these guide | Col2: e from several WHO use in both inpatient oratory facilities and lines can be used in
• EVIDENCE FOR TECHNICAL UPDATE OF POCKET BOOK RECOMMENDATIONS: acilities where sick children are admitted for i Pocket Book is one of a series of documents a ntegrated Management of Childhood Illness (I re the hospital to have (1) the capacity to carry tigations, such as pulse oximetry, blood gl inations for malaria parasites, estimation of h | Col2: npatient care. nd tools that support H MCI). The guidelines out certain essential u a c e o m s o e g , l b o l b o i o n d , p s a m ck e e a d r C"
WHO_pg43_health-facilities_chunk3,WHO,42,HEALTH FACILITIES,,,table,813,"Source: WHO
Section: HEALTH FACILITIES

Evidence Profile
• EDITION 2013 POCKET BOOK OF Hospital care for children GUIDELINES FOR THE MANAGEMENT OF COMMON CHILDHOOD ILLNESSES Second edition: d related conditions, severe acute malnu It also covers some common surgical co n small hospitals. he evIidnentcee gonr wahticeh dthe M Pocakent Baoogk eis b ite from the published guidelines provide elines are applicable in most areas of t suit country specifi c circumstances. Th regularly as new evidence emerges. information please contact: I ewborn, Child and Adolescent Health h Organization ppia, 1211 Geneva 27, Switzerland 791 3281 • E-mail mncah@who.int w.who.int/maternal_child_adolescent/en | Col2: trition and paediatric nditions that can be maseedn cta no bfe fCounhd iolnd hood Illness d in the bibliography."
WHO_pg43_health-facilities_chunk4,WHO,42,HEALTH FACILITIES,,,table,402,"Source: WHO
Section: HEALTH FACILITIES

| Col2: trition and paediatric nditions that can be maseedn cta no bfe fCounhd iolnd hood Illness d in the bibliography. he world and may be e online version will 2013 SBN 978 92 4 154837 3 WHO Booklet INTEGRATED March 2014
• EDITION 2013 POCKET BOOK OF Hospital care for children GUIDELINES FOR THE MANAGEMENT OF COMMON CHILDHOOD ILLNESSES Second edition: Chart"
WHO_pg44_referral-is-not-possible_chunk1,WHO,43,referral is not possible,,,paragraph,269,"Source: WHO
Section: referral is not possible

■The GDG emphasized the importance of referring all infants aged 0–59 days with signs of PSBI to hospital and noted that the recommendations for non-hospital settings are only for situations where referral is not possible."
WHO_pg44_referral-is-not-possible_chunk2,WHO,43,referral is not possible,,,paragraph,995,"Source: WHO
Section: referral is not possible

■The GDG emphasized the importance of referring all infants aged 0–59 days with signs of PSBI to hospital and noted that the recommendations for non-hospital settings are only for situations where referral is not possible. If referral to hospital is not possible, the GDG emphasized that the health worker must:
― seek the highest possible level of medical advice, consultation and care for the infant;
― explain to the caregiver that the infant is very sick and reinforce the importance of hospital care;
― manage the infant in the clinic wherever possible;
― monitor the infant continuously on cardiac, respiratory and pulse oximetry monitors wherever possible until the infant is considered stable and no longer critical (if continuous monitoring is not possible then frequent vital signs and observations must be taken, ideally every hour);
― review the infant’s condition in the clinic if possible (if this is not possible then the clinic team"
WHO_pg44_referral-is-not-possible_chunk3,WHO,43,referral is not possible,,,paragraph,269,"Source: WHO
Section: referral is not possible

should perform home visits wherever feasible);
― review all infants on the day after stopping treatment; and ― ensure that all infants have careful long- term follow-up care to assess and manage complications and sequelae."
WHO_pg44_risk-groups_chunk1,WHO,43,Risk groups,,,paragraph,405,"Source: WHO
Section: Risk groups

■The GDG was unable to make specific recommendations for infants in any of the pre-specified high-risk subgroups, including preterm infants, due to insufficient evidence.
■The GDG was also unable to recommend further risk stratification (e.g. by gestational age, birthweight or maternal risk factors) due to lack of evidence, and emphasized the need for further research."
WHO_pg44_resistance-amr-patterns_chunk1,WHO,43,resistance (AMR) patterns,,,paragraph,718,"Source: WHO
Section: resistance (AMR) patterns

■The GDG was unable to make recommendations for settings with different AMR patterns due to insufficient evidence.
■The GDG recognized the problems with emerging AMR in community and hospital settings and encouraged governments and all stakeholders to set up community and hospital-based AMR surveillance to guide future regional-level decisions about antibiotic use.
■The GDG strongly recommended investment in clinical and laboratory training, equipment and AMR surveillance in community and hospital settings.
■The GDG emphasized the importance of antimicrobial stewardship programmes in hospitals, including the use of the WHO AWaRe antibiotic classification system."
WHO_pg45_a-non-hospital-settings_chunk1,WHO,44,A. Non-hospital settings,,,paragraph,830,"Source: WHO
Section: A. Non-hospital settings

A.2 Critical illness in young infants aged 0–59 days in non-hospital settings Ampicillin IM/IV for a total of at least 10 days ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 10 days ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life)
A.3 Clinical severe infection in young infants aged 0–59 days in non-hospital settings Amoxicillin oral for a total of at least 7 days ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 7 days, or 2 days if 7 days is not possible ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life)"
WHO_pg45_a-non-hospital-settings_chunk2,WHO,44,A. Non-hospital settings,,,paragraph,633,"Source: WHO
Section: A. Non-hospital settings

■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 7 days, or 2 days if 7 days is not possible ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life) A.4 Fast breathing as the only clinical sign of illness in young infants aged 0–6 days in non-hospital settings Amoxicillin oral for at least 7 days ■50 mg/kg/dose every 12 hours A.5 Fast breathing as the only clinical sign of illness in young infants aged 7–59 days in non-hospital settings Amoxicillin oral for at least 7 days ■50 mg/kg/dose every 12 hours"
WHO_pg45_b-hospital-settings_chunk1,WHO,44,B. Hospital settings,,,paragraph,408,"Source: WHO
Section: B. Hospital settings

B.2 Suspected sepsis in young infants aged 0–59 days in hospital settings Ampicillin IM/IV for a total of at least 10 days ■50 mg/kg/dose every 12 hours (first week of life)
■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 10 days ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life)"
WHO_pg46_62_chunk1,WHO,45,62,,,paragraph,739,"Source: WHO
Section: 62

B.3 Suspected staphylococcal sepsis in young infants aged 0–59 days in hospital settings Cloxacillin IM/IV for a total of at least 10 days ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 10 days ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life)
B.4 Suspected meningitis in young infants aged 0–59 days in hospital settings Ampicillin IM/IV for a total of at least 3 weeks ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 8 hours (> first week of life)
Or Cefotaxime IM/IV for a total of at least 3 weeks ■50 mg/kg/dose every 12 hours (first week of life)"
WHO_pg46_62_chunk2,WHO,45,62,,,paragraph,812,"Source: WHO
Section: 62

■50 mg/kg/dose every 8 hours (> first week of life)
Or Cefotaxime IM/IV for a total of at least 3 weeks ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 6 hours (> first week of life)
Or Ceftriaxone IM/IV for a total of at least 3 weeks ■100 mg/kg once a day (whether starting in the first week of life or later)
Plus Gentamicin IM/IV for a total of at least 3 weeks ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life) Note: Give ampicillin plus third-generation cephalosporin plus gentamicin (i.e. triple therapy) if Listeria monocytogenes is suspected. B.5 Suspected pneumonia in young infants aged 0–59 days in hospital settings Ampicillin IM/IV for a total of at least 7 days ■50 mg/kg/dose every 12 hours (first week of life)"
WHO_pg46_62_chunk3,WHO,45,62,,,paragraph,790,"Source: WHO
Section: 62

Suspected pneumonia in young infants aged 0–59 days in hospital settings Ampicillin IM/IV for a total of at least 7 days ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 7 days ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life)
B.6 Suspected staphylococcal pneumonia in young infants aged 0–59 days in hospital settings Cloxacillin IM/IV for a total of at least 7 days ■50 mg/kg/dose every 12 hours (first week of life) ■50 mg/kg/dose every 8 hours (> first week of life)
Plus Gentamicin IM/IV for a total of at least 7 days ■5 mg/kg once a day (first week of life)
■7.5 mg/kg once a day (> first week of life)
Table 3.1 continued"
WHO_pg47_4-implementation_chunk1,WHO,46,"4.	Implementation",,,paragraph,945,"Source: WHO
Section: 4.	Implementation

The recommendations should be adapted to the needs of different countries, local contexts, and individual families and infants. The GDG proposed implementation considerations for each recommendation and also reflected on adoption, adaptation and implementation to ensure availability, accessibility, acceptability and quality of care, in accordance with a human rights-based approach. Providers of services for infants with infections must consider the needs of, and provide equal care to, all individuals and their newborns. Health policy considerations for the adoption and scale-up of recommended interventions for the care of infants with SBI:
■A firm government commitment to scale-up and increased coverage of these interventions is needed, irrespective of social, economic, ethnic, racial or other factors. National support must be secured for all recommendations, not just for specific components."
WHO_pg47_4-implementation_chunk2,WHO,46,"4.	Implementation",,,paragraph,788,"Source: WHO
Section: 4.	Implementation

Health policy considerations for the adoption and scale-up of recommended interventions for the care of infants with SBI:
■A firm government commitment to scale-up and increased coverage of these interventions is needed, irrespective of social, economic, ethnic, racial or other factors. National support must be secured for all recommendations, not just for specific components. ■To set the policy agenda, to secure broad anchoring and to ensure progress in policy formulation and decision-making, representatives of training facilities and the relevant medical specialties and professional societies should be included in participatory processes at all stages, including prior to an actual policy decision, to secure broad support for scaling up."
WHO_pg47_4-implementation_chunk3,WHO,46,"4.	Implementation",,,paragraph,697,"Source: WHO
Section: 4.	Implementation

■To set the policy agenda, to secure broad anchoring and to ensure progress in policy formulation and decision-making, representatives of training facilities and the relevant medical specialties and professional societies should be included in participatory processes at all stages, including prior to an actual policy decision, to secure broad support for scaling up. ■To facilitate negotiations and planning, situation- specific information on the expected impact of implementation of the recommendations on service users, health workers and costs should be compiled and disseminated. Health system or organization-level considerations for implementation:"
WHO_pg47_4-implementation_chunk4,WHO,46,"4.	Implementation",,,paragraph,871,"Source: WHO
Section: 4.	Implementation

■To facilitate negotiations and planning, situation- specific information on the expected impact of implementation of the recommendations on service users, health workers and costs should be compiled and disseminated. Health system or organization-level considerations for implementation: ■Derivative tools and job aids should be updated, such as Integrated management of childhood illness: management of the sick and young infant aged up to 2 months (28), Pocket book of hospital care for children: guidelines for the management of common childhood illnesses (13), as should lists of essential medicines at global and national levels. ■National and subnational subgroups may be established to adapt and implement these recommendations, including development or revision of existing national or subnational guidelines or protocols."
WHO_pg47_4-implementation_chunk5,WHO,46,"4.	Implementation",,,paragraph,763,"Source: WHO
Section: 4.	Implementation

■National and subnational subgroups may be established to adapt and implement these recommendations, including development or revision of existing national or subnational guidelines or protocols. ■Long-term planning is needed for resource generation and budget allocation to address the shortage of health workers and trained community health workers, to improve facility infrastructure and referral pathways, and to strengthen and sustain high-quality small and sick newborn care services. ■Implementation of the recommendations should involve pre-service training institutions and professional bodies, so that training curricula for small and sick newborn care services can be updated as quickly and smoothly as possible."
WHO_pg47_4-implementation_chunk6,WHO,46,"4.	Implementation",,,paragraph,894,"Source: WHO
Section: 4.	Implementation

■Implementation of the recommendations should involve pre-service training institutions and professional bodies, so that training curricula for small and sick newborn care services can be updated as quickly and smoothly as possible. ■In-service training and supervisory courses will need to be developed according to health workers’ professional requirements, considering the content and duration of the courses and the procedures for the selection of health workers for training. These courses can also be explicitly designed to address staff turnover, particularly in low-resource settings. ■Standardized tools will need to be developed for supervision, ensuring that supervisors are able to support and enable health workers to deliver integrated, comprehensive small and sick newborn care services. ■A strategy to optimize the use of human resources."
WHO_pg47_4-implementation_chunk7,WHO,46,"4.	Implementation",,,paragraph,438,"Source: WHO
Section: 4.	Implementation

■Standardized tools will need to be developed for supervision, ensuring that supervisors are able to support and enable health workers to deliver integrated, comprehensive small and sick newborn care services. ■A strategy to optimize the use of human resources. ■Strategies will need to be devised to improve supply chain management according to local requirements, such as developing protocols for"
WHO_pg48_64_chunk1,WHO,47,64,,,paragraph,949,"Source: WHO
Section: 64

the procedures of obtaining and maintaining the stock of supplies, encouraging health workers to collect and monitor data on the stock levels, and strengthening the provider-level coordination and follow-up of medicines and health-care supplies required for implementation. ■Development or revision of national guidelines and health facility-based protocols is needed. ■Good-quality supervision, communication and transport links between community, primary- and higher-level facilities need to be established to ensure that referral pathways are efficient. ■Successful implementation strategies should be documented and shared as examples of best practice for other implementers. User-level considerations for implementation:
■Community-sensitizing activities should be undertaken to disseminate information about the importance of each component of care, and infants’ rights to receive care for their health and well-being."
WHO_pg48_64_chunk2,WHO,47,64,,,paragraph,891,"Source: WHO
Section: 64

User-level considerations for implementation:
■Community-sensitizing activities should be undertaken to disseminate information about the importance of each component of care, and infants’ rights to receive care for their health and well-being. This information should provide details about the timing and content of the recommended contacts, and about the expected user fees. Considerations for humanitarian emergencies:
■The adaptation of the recommendations should consider their integration and alignment with other emergency response strategies. Additional considerations should be made for the unique needs of families and infants in emergency settings, including their values and preferences. Context-specific tools may be required in addition to standard tools to support the implementation by stakeholders of the recommendations in humanitarian emergencies."
